,TranslatedRecipeName,Cuisine,Image_URL
1010,Manga Ogre,Indian,
1011,Lobia Masala,North Indian,
1012,Lauki Chana Dal,Gujarati,
1013,Vietnamese Rice Pocket With Caramelised Onions & Chillies,Vietnamese,
1014,Mixed Vegetable Samosa,North Indian,
1016,Kalkandu,South Indian,
1017,Sweet Potato Laddu,Indian,
1019,Dal Palak With Moong & Masoor Dal,North Indian,
1020,Mumbai Style Pani Puri,North Indian,
1021,Zoodles Salad,Continental,
1022,Paneer Makhana Gulgule Chaat,North Indian,
1023,Cheesy Pasta Casserole With Broccoli And Cheese,Italian,
1024,Insalata Caprese Salad,Italian,
1025,Rajma Wrap With Carrot Cucumber Sandwich Spread,Indian,
1027,Apple Pancake Mess,Continental,
1028,French Onion Tart,Continental,
1029,Rajasthani Makki Ka Chatpata Dhokla,Rajasthani,
1030,Garlic And Mushroom Soup,Continental,
1031,South Indian Amaranth Stir Fry,South Indian,
1032,Arbi Ke Meethe Chande,Indian,
1033,Aloo Palak Sabzi,North Indian,
1034,Millet Cottage Cheese Fritters,Continental,
1035,Spicy Whole Wheat Roti Taco Bowls,Fusion,
1036,Egyptian Koshari,Mediterranean,
1037,Shakarkandi Ke Gulab Jamun,North Indian,
1038,Vegetable Dhansak,Parsi,
1039,Hayagreeva,Karnataka,
1040,Burnt Garlic Pasta with Mushroom,Italian,
1041,Tomato Garlic Chutney,Indian,
1042,Moroccan Chickpeas Curry with Quinoa and Coriander Curd,African,
1043,Iyengar Style Masala Toast,Karnataka,
1044,Delicious Arabic Sweet Kunafa,Arab,
1045,Pineapple Carpaccio,Continental,
1046,Buttered Potato Cubes,Indian,
1047,Carrot and Beans Poriyal,South Indian,
1048,Sweet Potato & Green Bean Salad,Continental,
1049,Panchmel Dal,Rajasthani,
1050,Shikampuri Kebab,North Indian,
1051,Chanar Paturi,Bengali,
1052,Dum Ke Baingan,Hyderabadi,
1053,Gujarati Kadhi With Milk And Mint,Gujarati,
1054,Aloo Dum,Bengali,
1055,Healthy Black Bean Burger Without Bun,Continental,
1056,Chettinad Poondu Rasam,South Indian,
1057,Tripura Style Tomato Chutney,North East India,
1058,Bonda Mor Kuzhambu,South Indian,
1059,Chana Turai,Bihari,
1060,Coorg Style Bollari Barthad,Coorg,
1061,Spinach Cottage Cheese Cannelloni in Roasted Pepper Sauce,Italian,
1062,Lahsuni Paneer,North Indian,
1063,Kandathippili Rasam,South Indian,
1064,Mavinakayi Menasinakai Curry,Mangalorean,
1065,Aloo Chaat With Baked Beans,Indian,
1066,Soft Masala Dosa With Red Chutney,South Indian,
1067,Sweet Potato, Broccoli And Tofu Curry,
1068,Crispy Crunchy Roti Ke Papad,Indian,
1070,Pepper Tea,Indian,
1071,Cumin Spiced Potato And Leek Soup,Continental,
1072,Bird Lime Stir Fry,Rajasthani,
1073,Parsi Style Drumsticks Cooked In Coconut Water,Parsi,
1074,Jain Aloo Gajar Matar Ki Sabzi,North Indian,
1075,Bengali Bhindi Doi Posto,Bengali,
1076,Cajun Kidney beans Rice With Soya Chunks,Middle Eastern,
1077,Papad er Dalna,Bengali,
1078,Cheesy Potato Peas Potli,Indian,
1080,Pudina Rice,South Indian,
1081,Sugar Free Pineapple Dates Cake,Continental,
1082,Kathal Masaledar Sabzi,North Indian,
1083,Watermelon And Pumpkin Seeds Podi,South Indian,
1084,Delicious Breakfast Anda Ghotala With Butter Pav,North Indian,
1085,Achari Aloo Sabzi,North Indian,
1086,Panjiri Ladoo,Indian,
1088,Fujian Style Green Vegetables Stir Fry,Chinese,
1089,Petha Wadi Sabzi,North Indian,
1090,Jain Style Dal Makhani,North Indian,
1091,Adraki Rajma Masala,Bihari,
1092,Aloo Methi Masala,Indian,
1093,Muesli Banana Fritters,Continental,
1094,Beet Carrot and Apple Salad in Orange Mustard Vinaigrette,Continental,
1095,Mango Tomato Bean Salsa,Mexican,
1096,Guacamole Soup,Mexican,
1097,High Protein Soya Idli & Dosa Batter,South Indian,
1098,Bread, Paneer & Potato Instant Vada,
1099,Baingan Methi Ka Bharta,Punjabi,
1100,Boondi Ki Kheer,North Indian,
1101,Carrot Beet Amaranth Super Salad,Continental,
1102,Paneer Kundan With,Hyderabadi,
1103,Rajasthani Govind Gatta Curry,Rajasthani,
1104,Maheri,Indian,
1105,Tamatar Wali Arbi Sabzi,North Indian,
1106,Achari Paratha Roll,Indian,
1107,Garlic Spinach Balls,Continental,
1108,Carrot Matar Paratha,North Indian,
1109,Steamed Sweet Corn Flavored with Chaat Masala,Indian,
1110,Jalapeno Potato Cheese Balls With Four Pepper Cheese Dip,Continental,
1111,Banana,Continental,
1112,Masala Akki Roti,South Indian,
1113,Oats And Date Cookie,Continental,
1115,Kongunadu Special Pattani Biryani,Kongunadu,
1116,Jowar Garlic Naan,North Indian,
1117,Allahabadi Tehri,Uttar Pradesh,
1118,Kale Chane Ki Kadhi,North Indian,
1119,Anar & Aloo Pakora,North Indian,
1120,Healthy Fresh Vegetable Salad Bowl with Sour Yogurt Dressing,Mediterranean,
1121,Ladi Pav,Goan,
1122,Potato Bonda Flavoured With Sambar Powder in Hindi,South Indian,
1123,Smoked Dhaba Dal,Punjabi,
1124,Gorikayi Palya,Karnataka,
1125,Aloo Gajar Matar Sabzi,North Indian,
1126,Pakistani Style Tinde Ki Tarkari,Pakistani,
1127,Fruit Chili Chutney,Andhra,
1128,Besan Aur Pyaz Ka Cheela,Indian,
1129,Potato Bonda Flavoured With Sambar Powder,South Indian,
1130,Leftover Carrot Cake Mini Trifle,Continental,
1131,Vendakkai Poriyal,South Indian,
1132,Raw Banana Dosa,Indian,
1133,Traditional Steamed Modak,Maharashtrian,
1134,Cabbage Besan Fry,Indian,
1135,Indian Style Fajitas,Mexican,
1136,Tagliatelle Pasta with Capers and Bell peppers,Italian,
1137,Jeera Rice,Indian,
1138,Dahi Achari Bhindi,North Indian,
1139,Broccoli With Lemon Butter Sauce,Continental,
1140,Paasi Paruppu Beans Poriyal,South Indian,
1141,Sesame Seeds Chutney,Karnataka,
1142,Banana Cream Pie,Continental,
1143,Raw Jackfruit Kofta Curry,Indian,
1144,Vegetable Biryani With Chatpata Aloo,Indian,
1145,Farali Aaloo Pattice,North Indian,
1146,Lagan Ki Machli,Indian,
1147,North Arcot Special Greens Rava Puliyodharai,Indian,
1148,Chow,South Indian,
1149,Gujarati Style Multigrain Masala Kadak Puri,Gujarati,
1150,Strawberry Chutney,Indian,
1151,Dahi Baingan,North Indian,
1152,Manipuri Style Sana Thongpa,North East India,
1153,Chocolate Honeycomb Bun,Continental,
1154,Pomegranate And Chia Seeds Yogurt Smoothie,Continental,
1155,Brinjal Mor Kuzhambu,Tamil Nadu,
1156,Arbi Ke Kebab,Awadhi,
1157,No Bake Rice Mawa Cake,North Indian,
1158,Phul Gobi Ka Thoran,South Indian,
1159,Gravel,Maharashtrian,
1160,Doodanche Fov,Goan,
1161,Wheat Phulka Yeast,Indian,
1162,Grapes Muffin,Continental,
1163,Karnataka Style Bassaru Palya,Karnataka,
1164,Karwar Style Phodni Phov,Karnataka,
1166,Cauliflower And Peas Bhurji,Indian,
1167,Waldorf Salad,Continental,
1168,Vegan Cashew Mayonnaise,Continental,
1169,Aam Ki Kheer,Kerala,
1170,Buddha's Delight,Asian,
1172,Bhugi Dal Paratha,Sindhi,
1173,Thai Cucumber Relish,Thai,
1174,Navel Orange Marmalade,Continental,
1175,Kashmiri Style Gushtaba,Kashmiri,
1176,Gujarati Wadi Casserole,Gujarati,
1177,Sour Sweet Gourd Curry,North Indian,
1178,Raw Banana Cutlet,North Indian,
1179,Carrot Paruppu Usili,Tamil Nadu,
1180,Rose Buns With Stuffed Mushroom,Continental,
1181,Scrambled Paneer Sandwich,Fusion,
1182,Black Bean Soup With Mojo,Continental,
1183,Lauki Raita,Indian,
1184,Kerala Kadala Curry,Kerala,
1185,Guava And Papaya Mimosa Drink,Kerala,
1186,Crunchy Vegetables Tortilla Wrap,Mexican,
1187,Bharwa Baingan Aur Pyaaz Ki Sabzi,North Indian,
1188,Dahi Suran Ki Sabzi,North Indian,
1189,Aloo Tikki Stuffed Pita Sandwich,Fusion,
1190,Delicious Spicy Chyawanprash Cookies,Continental,
1191,Goan Style Tonak Alsanyache,Goan,
1192,Paneer,Indian,
1193,Avarekalu Tikki,Karnataka,
1194,Kottambari Tambuli,Udupi,
1195,Andhra Style Pappu Charu,Andhra,
1196,Peas, Corn & Paneer Savory Hand Pies,
1197,Coconut Banana Oatmeal Porridge,Continental,
1198,Cucumber Sandwich With Yogurt Dill Spread,Continental,
1199,Chettinad Beetroot Kurma,Chettinad,
1200,Palak Chole,North Indian,
1201,Spinach Stir Fry With Garlic,Continental,
1202,Tandoori Gobi Tikka,North Indian,
1204,Peeled Moong Dal,North Indian,
1205,Karnataka Style Sabsige Soppu Akki Rotti,Karnataka,
1206,Corn And Bell Pepper Sandwich,Continental,
1207,Enduri Pitha With Mango Twist,Oriya,
1208,Matar Masala,Indian,
1210,Potato cabbage fenugreek,Sindhi,
1211,Tangy Tomato Pie Tart,Continental,
1212,Pudlangai Porial,South Indian,
1213,Kerala Style Christmas Plum Cake,Kerala,
1216,Peshawari Chole,Lucknowi,
1217,Pumpkin Sabzi,South Indian,
1218,Fennel Potato,Punjabi,
1219,Millet Potato Paratha,Indian,
1220,Crunchy Carrot Peanut Raita,Indian,
1221,Baked Potato & Peas Samosa With Phyllo Pastry,Indian,
1222,Carrot Lemon Rice,South Indian,
1223,Whole Wheat  English Muffins,Continental,
1224,Roasted Vegetable Flan In Herbed Sauce,Italian,
1225,Mushroom Biryani,Indian,
1226,Gawar Ki Sabzi,Rajasthani,
1227,Curried Couscous,Continental,
1228,Gujarati Style Lapsi,Gujarati,
1229,Kale & Leeks Frittata,Italian,
1230,Goan Style Mushroom Vindaloo,Goan,
1231,Moong Sprouts And Sweet Potato Cutlet,Indian,
1233,Sagu Masala Dosa,Karnataka,
1234,Mediterranean Tomato Basil Sandwich With Sweet Piquanté Pepper,Mediterranean,
1235,Vegetable Coconut Milk Soup With Vermicelli Noodles,Asian,
1236,Methi Pakoras,Indian,
1237,Spinach Dates & Banana Smoothie,Continental,
1238,Milagu Jeera Curry Leaf Sadam,South Indian,
1239,Healthy Vegetable Poha Cutlet,North Indian,
1240,Evergreen Smoothie,Continental,
1241,Chocolate Nutella Lava Cookies,Continental,
1242,Rasgulla custard pudding,North Indian,
1243,Masala Vada Curry,South Indian,
1244,Vanilla Flavored Kunafa,Mediterranean,
1245,Karwar Style Madgane With Oats & Rajgira,Karnataka,
1246,Leftover Dal Paratha,Indian,
1247,Punjabi Kadhi Pakora,Punjabi,
1248,Carrot Cake Parfait With Custard And Strawberries,Continental,
1249,Herbed Vegetables In Roasted Bell Pepper Sauce,Continental,
1251,Tandoori Paneer Tikka Masala,North Indian,
1252,Lauki Wadi Tarkari,Bengali,
1253,Mushroom and Broccoli Soup,Continental,
1254,Red Lentil Curry Without Coconut,Indian,
1255,Aloo Gobi Sabzi,North Indian,
1257,Semia Pudding,Indian,
1258,Raw Mango Dhokla Topped With Sweet Mango Chutney,Gujarati,
1259,No Onion No Garlic Lauki Paneer Kofta Curry,North Indian,
1260,Ulundagorai,South Indian,
1261,Creamy Radish Soup With Sweet Potato,Continental,
1262,Light And Healthy Spinach Soup,Continental,
1263,Malwani Pumpkin And Raw Mango Curry,Malvani,
1264,Sour Pumpkin Vegetable,Indian,
1265,Kashmiri Style Chaman,Kashmiri,
1266,Focaccia Bread with Sweet Onion and Capers,Italian,
1267,Baked Bhakarwadi,Maharashtrian,
1268,Gul Poli,Maharashtrian,
1269,Vatana Bateta Na Rotla,Gujarati,
1270,Lemongrass Tofu and Vegetable Curry,Fusion,
1271,Milagai Podi Uthappam,Tamil Nadu,
1272,Rajasthani Style White Mass,Rajasthani,
1273,Chilled Sweet & Sour Cucumber Noodle Salad,Asian,
1274,Cucumber Neer Dosa,Mangalorean,
1275,Red Chilli Coconut Chutney,South Indian,
1276,Rajasthani Mirchi Bada,Rajasthani,
1277,Andhra Style Bangaladumpa Vepudu,Andhra,
1278,Rabodi capsicum vegetable,Rajasthani,
1279,Awadhi Khatti Arbi Ka Salan,Awadhi,
1280,Avocado Cheese Chilli Toast,Continental,
1281,Indian Spiced Brussel Sprouts Sabzi,Indian,
1282,Moong Matar Kebab,Lucknowi,
1283,Pomegranate Sauce,Continental,
1284,Gluten,Continental,
1285,Polenta Pizza With Vegetables,Italian,
1286,Baby Corn and Green Peas Sabzi,South Indian,
1287,Karnataka Style Kashi Halwa With Ash Gourd,Karnataka,
1288,Veg Tunday Kabab,Indian,
1289,Kesar Pista Kulfi,North Indian,
1290,Crispy Balak Pagora,North Indian,
1292,Karamani Poriyal,South Indian,
1293,Chow Chow Curry,South Indian,
1294,Sorakkai Puli Kuzhambu,South Indian,
1295,Coconut French Toast with Chocolate Chips,Continental,
1296,Roasted Bell Pepper Rasam,Tamil Nadu,
1298,Gingerbread Pancake,Continental,
1299,Punjabi Style Lobia Masala,Punjabi,
1300,Peanut Curry,Indian,
1301,Roasted Peppers And Mushroom Tortilla Pizza,Mexican,
1302,Red Chilli Pesto & Roasted Tomato Spaghetti Pasta,Italian,
1303,Upar Ghee Laddu,Gujarati,
1304,Mangalorean Neer Dosa,Mangalorean,
1305,Andhra Style Munakkada Masala Kura,Andhra,
1306,Kasuri methi leaves,Punjabi,
1307,Karupatti Coffee,Indian,
1308,Pasta In Tomato Onion Chutney,Fusion,
1310,Whole Wheat Beetroot Paratha,Indian,
1311,Karwar Style Khatkhate,Karnataka,
1312,Khatti Meethi Mirchi Ki Sabzi,North Indian,
1313,Avocado Mint Soup,Continental,
1314,Cold Pasta Salad With Potatoes And Green Peas,Italian,
1315,Chocolate Toast Topped With Pumpkin & Sunflower Seeds,Continental,
1317,Allu Chutney,Karnataka,
1318,Spinach and Dill Tart With Roasted Peppers,Continental,
1319,Besan methi paratha,North Indian,
1320,Palak Kichadi,Indian,
1321,Green Chilli Vegetable,Rajasthani,
1322,Paneer Onion Paratha,North Indian,
1323,Spicy Coconut Peanut Stuffed Baby Brinjal,Indian,
1324,Aloo Parwal In Poppy Seed Masala,Bengali,
1325,Zoodles In Tomato And Cashew Cream Sauce,Italian,
1326,Andhra Style Erra Kaaram Dosa,Andhra,
1327,Bengali Posto Porota,Bengali,
1328,Butter Coriander & Lemon Sweet Corn,Indian,
1329,Kashmiri Style Dum Oluv,Kashmiri,
1330,Spinach Paneer Stuffed Oats Chila,Indian,
1331,Tamil Nadu Style Karamani Murungakkai Kuzhambu,Tamil Nadu,
1332,Karwar Style Lasani Kadhi,Coastal Karnataka,
1333,Pudina Mavinakayi Chutney,Karnataka,
1334,Crispy Potato Roses,Continental,
1335,Goan Sweet Khatkhati,Goan,
1336,Baked Chana Dal Vada,Indian,
1337,Achari Amla Mirchi Vegetable,North Indian,
1338,Mughlai Style Aloo Matar Gobi Gravy,Mughlai,
1339,Kimami Sewai,Indian,
1340,Chammanthi Chutney,Indian,
1341,Red Beans And Oats Cutlet,Indian,
1342,Milk Braid Rolls,French,
1343,Chilli Chocolate Cookies,Continental,
1344,Provençal Tomato Rice Soup,Fusion,
1345,Aloo Subz Dum Biryani,North Indian,
1346,Malabar Style Dates Coriander Chutney,Malabar,
1347,Mushroom filled Vol,French,
1348,Tomato Poha With Peas,North Indian,
1349,Methi Sprouts Salad,Indian,
1350,Thai Style Paneer Toast,Thai,
1351,Sprouted Moong Chaat,North Indian,
1352,Hunase Saaru,Karnataka,
1353,Sweet Potato Balls Stuffed With Cheesy Garlic Mayo,Appetizer,
1354,Baked Palak Ki Mathri,Indian,
1355,Mixed Vegetable Handi,North Indian,
1356,Aloo Matar Sabzi,Punjabi,
1357,Frozen Royal Crumb,North Indian,
1358,Chettinad Muttai Masala,Chettinad,
1359,Amarod Wright,Indian,
1360,Roasted Pumpkin Spinach and Walnut Spaghetti,Italian,
1361,Oat Banana Pancakes,Continental,
1362,Pita Saga Bati Basa,Oriya,
1363,Mint Coriander Spice Pulao,Indian,
1364,Maharashtrian Green Chilli Thecha,Maharashtrian,
1365,Tart Provencal With Ratatouille,French,
1366,Chettinad Kathirikai Chops,Chettinad,
1367,Shanghai Style Mantou,Chinese,
1368,Karnataka Style Southekayi Sippe Chutney,Karnataka,
1369,Savory Semolina Breakfast Pudding,South Indian,
1370,Masala Dosa With Vegetable Filling,South Indian,
1371,Konkan Style Modachia Mangachi MT,Konkan,
1372,Pudina Tambuli,Karnataka,
1373,Palak Makki Ki Roti,North Indian,
1374,Aloo Dal Pakoras,North Indian,
1375,Roasted Potato Roll With Spiced Cheese Spread,Mexican,
1376,Vetrilai Thogayal,South Indian,
1377,Batata Nu Shaak,Gujarati,
1378,Spicy Jawla Stuffed In Brinjal,South Indian,
1379,Verkadalai Sundal,South Indian,
1380,Paneer Raw Mango Curry,North Indian,
1381,White Chocolate Maltesers Fudge,Continental,
1382,Badam and Khus Khus Milk,Indian,
1383,Cauliflower Crust Pizza With Pesto, Sundried Tomatoes & Goat Cheese,
1384,Vegetarian Laksa Curry,Asian,
1385,Hara Pyaz Paratha,Indian,
1386,Shahi Dal,North Indian,
1387,Buttered Carrot Fingers,Indian,
1388,Palak Paratha,Indian,
1389,Avocado Chocolate Pancakes,Continental,
1390,Paneer Kalimirch,North Indian,
1391,Summer Pasta Salad With Herbs,Italian,
1392,Murungai Keera Masala Vada,South Indian,
1394,Pyaaz Ki Sabzi,North Indian,
1395,Carrot Idli,South Indian,
1396,Spring Onion & Roasted Garlic Brown Rice,Continental,
1397,Lemon Pudina Curry Leaf Shikanji in Hindi,Indian,
1398,Bread Halwa,Mughlai,
1399,Singhade Ka Achar,North Indian,
1401,Angaya Podi,Tamil Nadu,
1402,Carrot And Capsicum Mix Dal,South Indian,
1403,Delhi Style Fruit Chaat,North Indian,
1404,Mamidikaya Pappu,Andhra,
1405,Pumpkin Thoran,Indian,
1407,Green Chutney,North Indian,
1409,Garlic Mint Chutney,North Indian,
1410,Sweet Potato & Methi Stuffed Paratha,North Indian,
1411,Karela Muthia,Gujarati,
1412,Rich Chocolate Cheesecake,Continental,
1413,Thai Style Fried Bananas,Thai,
1414,Assamese Bilahir Tok,Assamese,
1415,Misa Maas Kordoi Tenga,Assamese,
1416,Karnataka Style Menthya Soppu Hesaru Kaalu Palya,Karnataka,
1417,Macaroni With Tahini Sauce,Fusion,
1418,Thayir Vada,South Indian,
1419,Paneer Methi Paratha,North Indian,
1420,Pahari Style Phanu,Uttarakhand,
1421,Gujarati Dhokla Pizza,Fusion,
1422,Chanar Dalna,Bengali,
1423,Avarekalu Payasa,Karnataka,
1424,Whole Wheat Crepes With Roasted Vegetables And White Sauce,Continental,
1426,Amritsari Ajwaini Paneer,North Indian,
1427,Rava Upma With Peanuts, Peas & Corn,
1428,Tamil Nadu Style Kothamali Aval Upma,Tamil Nadu,
1429,Carrot Puree,Indian,
1430,Heart Shaped Sugar Cookies,Continental,
1431,Cranberry Whole Wheat Naan,North Indian,
1432,Paneer And Grapes Platter,Continental,
1433,Methi Masoor Dal With Whole Masoor,North Indian,
1434,Chocolate Flan Cake,Continental,
1435,Spinach And Paneer Samosa With Figaro Pure Olive Oil,Indian,
1436,Karnataka Style Badnekayi Mosaru Gojju,Karnataka,
1437,Assamese Poita Bhat With Aloo Pitika,Assamese,
1439,Lebanese Style Mujaddara,Middle Eastern,
1440,Sindhi Kheerni,Sindhi,
1441,Papaya Basil Smoothie With Chia Seeds,Continental,
1442,Whole Wheat Methi Garlic Naan,North Indian,
1443,Savory Oatmeal Bowl with Sautéed Spinach and Corn,World Breakfast,
1444,Spaghetti Aglio Olio Pasta with Bacon,Italian,
1445,Mangalorean Style Bella Metthe Dosa,Mangalorean,
1446,Hariyali Paneer Tikka Masala Gravy,North Indian,
1447,Chocolate Crinkle Cookies,Continental,
1448,Gavar Pumpkin Sabji,Indian,
1449,Watermelon Bocconcini Arugula Salad,Continental,
1450,Strawberry Compote,Continental,
1451,Awadhi Style Sultani Dal,Awadhi,
1452,Pomegranate Flavoured Stuffed Khandvi,Gujarati,
1453,Lemon Cherry Berry Spa Water,Continental,
1454,High Protein Soya Dosa,South Indian,
1455,Ginger, Lemon And Honey Kadha,
1456,Maharashtrian Style Gajarachi Koshimbir,Maharashtrian,
1457,Red Chilli and Tomato Pachadi,South Indian,
1458,Rajasthani Laal Maas,Rajasthani,
1459,Vegetable Pasta Soup,Italian,
1460,Mor Milagai,South Indian,
1461,Whole Wheat Spinach Paneer Lifafa Paratha,Indian,
1462,Instant Palkova,Tamil Nadu,
1463,Kathirikai Gotsu,South Indian,
1464,Roasted Cauliflower Broccoli Au Gratin,Continental,
1465,Himachali Khatta,Himachal,
1466,Kung Pao Spaghetti,Asian,
1467,Rajasthani Kalmi Vada,Rajasthani,
1468,Burnt Garlic Mushroom Fried Rice,Indo Chinese,
1469,Refreshing Smoothie With Cucumber & Kiwi,Continental,
1470,How to Make Tutty Fruity,Continental,
1471,Himachali Bhey,Himachal,
1472,Chalimidi,South Indian,
1473,Cabbage Bhurji,North Indian,
1474,Achari Baingan Bharta,North Indian,
1475,Tomato Onion Chutney With Coconut And Mint,South Indian,
1476,How to Cook Lentils,South Indian,
1477,Tangy Lemon Pickle With Kalonji & Rock Salt,Indian,
1478,Dal Kabila,North Indian,
1479,Masala Oats And Potato Sandwich,Continental,
1480,Basbousa,Middle Eastern,
1481,Whole Wheat Lemon & Cranberry Muffins,Continental,
1482,French Toast Jam Roll Ups,Continental,
1483,Roasted Potatoes With Za'atar,Mediterranean,
1484,Kadhai Paneer,Punjabi,
1485,One Pot Tomato Rice Using Preethi Electric Pressure Cooker,South Indian,
1486,Baked Bitter Gourd Bhajji,Indian,
1487,Aloo Beans Sabzi,Gujarati,
1488,Bajri Methi Na Vada,Maharashtrian,
1489,Lauki Paratha,North Indian,
1491,Herbed Potato Salad,Continental,
1492,No Onion No Garlic Aloo Makhana Sabzi,Indian,
1493,Carrot Capsicum Poriyal,South Indian,
1494,Kadai Mushroom,Indian,
1495,Beetroot Carrot Raita,Indian,
1496,Masala Jowar Bhakri,Maharashtrian,
1498,Bengali Chirer Pulao,Bengali,
1499,Instant Oats Rava Idli,South Indian,
1500,Maharashtrian Style Farasbi Chi Bhaji,Maharashtrian,
1501,Watermelon And Corn Salad,Continental,
1502,Pumpkin Creme Brulee,French,
1503,Vegan Curried Rice with Chickpeas,Asian,
1504,Vegan Godhi Payasa,South Indian,
1505,Vegan Curried Rice With Chickpeas,Asian,
1506,Maize Daliya Khichri,Indian,
1507,Spiced Beetroot Buttermilk,South Indian,
1508,North East Khapse,Indian,
1509,Pea And Spring Onion Soup,Continental,
1510,Baked & Crisp Whole Wheat Methi Puri,Indian,
1511,Pumpkin Chapati,Indian,
1512,Vepilakatti,South Indian,
1513,Khaman Dhokla Poha,North Indian,
1514,Singhare Atte Ka Halwa,North Indian,
1515,Gajar Vadi,Maharashtrian,
1516,Soya Chunks Pepper Curry,Indian,
1517,Mexican Inspired Vegetarian Oven Roasted Stuffed Pepper,Mexican,
1518,Phulka,North Indian,
1519,Pan Fried Brussel Sprouts,Indian,
1520,Ravioli With Broccoli Filling In White And Red Sauce,Italian,
1521,Kerala Style Jack Fruit Seeds Stir Fry,Kerala,
1522,Doi Ilish,Bengali,
1523,Vegetable Clear Soup,Continental,
1524,The  Hard Taco Shells,Mexican,
1525,Paneer Stuffed Ragi Paratha,North Indian,
1526,Tangy Corn Tamatar Bharta,North Indian,
1527,Sri Lankan Beans With Coconut,Sri Lankan,
1528,Buttered Peas Puree For Babies Above 6 months,Indian,
1529,Vegetable Dal Pakora,North Indian,
1530,Gajar Ka Halwa,North Indian,
1531,Healthy Brown Rice Salad,Continental,
1532,Bhaji Miligai And Baby Potato Fry,Indian,
1533,Baingan Masala,Indian,
1534,Quinoa,Continental,
1535,Sprouted Ragi & Rajma Cutlets,North Indian,
1536,Creamy Thai Sweet Potato Curry,Asian,
1538,Paneer in White Gravy,North Indian,
1539,Thor Chal,Bengali,
1540,Chatpata Aloo Chaat Taco With Sour Cream & Salad,Mexican,
1542,Sweet Corn Poriyal,Tamil Nadu,
1543,Palak Dhania Dosa,South Indian,
1544,Stuffed Karela With Aloo,Indian,
1545,Lau Chingri,Bengali,
1546,Paneer Tikka Pulao,North Indian,
1547,Thai Jasmine Sticky Rice,North Indian,
1548,Raw Banana & Ajwain Paratha,North Indian,
1549,Strawberry Coconut Trifle Pudding,Continental,
1550,Greek Style Green Beans Stir Fry,Greek,
1551,Kothamalli Karuveppilai Sadam,Tamil Nadu,
1552,Methi Chaman,North Indian,
1553,Microwave Chocolate Pudding,Continental,
1554,Healthy Ragi Energy Balls with Strawberry,Continental,
1555,Lemon Rosemary Sauce Baked Penne Pasta,Italian,
1556,No Churn Strawberry Ice Cream,Continental,
1557,Spaghetti With Broccoli And Smoked Almonds,Italian,
1558,Pizza With Soy And Corn,Italian,
1559,Anardana Chutney,Indian,
1560,Healthy Jamun Cooler,Indian,
1561,Senai Kizhangu Gotsu,Tamil Nadu,
1562,Classic Greek salad,Greek,
1563,Classic Pavakkai Stir Fry,Greek,
1564,Maharashtrian Misal Pav,Maharashtrian,
1565,Karuveppilai Chutney Podi,South Indian,
1566,Refried Beans and Mushroom Tostada,Mexican,
1567,Cranberry Cookie,Continental,
1569,Masaledar Moongphali Til Wale Aloo,North Indian,
1570,Mangalorean Manoli Curry,Mangalorean,
1571,Basil Tea,Indian,
1573,Mangai Inji Pickle,South Indian,
1574,Bengali Style Mixed Vegetable Sweet Pilaf,Bengali,
1575,Mulakushyam,Kerala,
1577,Caprese Empanada With Tomato Basil And Mozzarella,Italian,
1578,Lapsi,Gujarati,
1579,Asian Watermelon Salad,Asian,
1580,Karnataka Style Obbattu Saaru,Karnataka,
1581,Apple Halwa,Indian,
1582,Giant Chocolate Chunk Cookie with Walnuts,Continental,
1583,Brinjal Methi Bharta with Pomegranate,Punjabi,
1584,Mushrooms And Zucchini Puffs,Continental,
1585,Sri Lankan Chilli Potatoes,Sri Lankan,
1586,Radhaballabhi,Bengali,
1587,Spinach Ricotta Balls in Garlic Tomato Basil Sauce,Continental,
1588,Methi & Pudina Aloo Sabzi,North Indian,
1589,Fruit Tart,Continental,
1590,Parsi Style Baingan Capsicum Ka Salan,Parsi,
1591,Vegetable Tortilla Pizza,Fusion,
1592,Aloo Bread Pakora,North Indian,
1593,Spicy Mushroom Puffs,Indian,
1594,Instant Chilli Pickle,Indian,
1595,Bhakri Chaat With Green Moong Sprouts And Aloo,Indian,
1596,Rawalpindi Style Chole,Punjabi,
1597,Achari Pumpkin Vegetable,North Indian,
1598,Veg Makhanwala,North Indian,
1599,Sindhi Style Besan Tikki Ki Sabzi,Sindhi,
1600,Turmeric, Ginger And Chilli Pickle,
1601,Spicy Matar Masala,Indian,
1602,Andhra Style Davva Aava koora,Andhra,
1603,Broccoli, Carrot And Capsicum Sabzi,
1604,Spinach Hummus,Middle Eastern,
1605,Pinto Bean Salsa Salad,Mexican,
1606,Avocado And Almond Salad With Feta Cheese,Continental,
1607,Masala Akki Roti With Spinach,Andhra,
1608,Spinach Khandvi,Gujarati,
1609,Spiked Onion Casserole,Indian,
1610,Rajasthani Kadhi,Rajasthani,
1611,Carrot Cake Pancakes,Continental,
1612,Oats Cheela Stuffed With Creamy Palak Paneer,Indian,
1613,Vegan Mango Lassi,Indian,
1614,Thandai Ladoo,Indian,
1615,Puli Inji,South Indian,
1616,Russian Radish Cucumber Salad,Continental,
1617,Aloo Matar Pudina Tikki,North Indian,
1619,Gavar Ki Sabzi,Rajasthani,
1620,Curd Rice With Carrots,Indian,
1622,Hyderabadi Khatti Dal,Hyderabadi,
1623,North Arcot Special Thavalai Dosai,South Indian,
